	Sample Name	Sample ID	Sample Type	File Name	Analyte Peak Area (counts)	Analyte Peak Height (cps)	Analyte Concentration (ng/mL)	Standard Query Status	Use Record	Record Modified	Calculated Concentration (ng/mL)	Accuracy (%)
164	SAMPL5_039	PBS-A03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.00e+006	6.27e+005	N/A	N/A		0	0.00	N/A
165	SAMPL5_039	PBS-A03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.02e+006	6.32e+005	N/A	N/A		0	0.00	N/A
166	SAMPL5_039	PBS-I03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.32e+006	8.61e+005	N/A	N/A		0	0.00	N/A
167	SAMPL5_039	PBS-I03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.02e+006	6.11e+005	N/A	N/A		0	0.00	N/A
168	SAMPL5_039	PBS-I03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	9.77e+005	6.17e+005	N/A	N/A		0	0.00	N/A
169	SAMPL5_049	CHX-H03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.29e+002	7.89e+001	N/A	N/A		0	0.00	N/A
170	SAMPL5_049	CHX-H03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.75e+002	8.17e+001	N/A	N/A		0	0.00	N/A
171	SAMPL5_049	CHX-H03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.33e+002	9.00e+001	N/A	N/A		0	0.00	N/A
172	SAMPL5_049	CHX-P03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.64e+002	1.05e+002	N/A	N/A		0	0.00	N/A
173	SAMPL5_049	CHX-P03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.80e+002	1.03e+002	N/A	N/A		0	0.00	N/A
174	SAMPL5_049	CHX-P03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.05e+002	8.69e+001	N/A	N/A		0	0.00	N/A
175	SAMPL5_049	PBS-H03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.44e+002	9.58e+001	N/A	N/A		0	0.00	N/A
176	SAMPL5_049	PBS-H03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.08e+002	5.43e+001	N/A	N/A		0	0.00	N/A
177	SAMPL5_049	PBS-H03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	8.65e+001	4.89e+001	N/A	N/A		0	0.00	N/A
178	SAMPL5_049	PBS-P03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.68e+002	9.68e+001	N/A	N/A		0	0.00	N/A
179	SAMPL5_049	PBS-P03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	6.09e+001	4.38e+001	N/A	N/A		0	0.00	N/A
180	SAMPL5_049	PBS-P03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.11e+002	6.52e+001	N/A	N/A		0	0.00	N/A
181	SAMPL5_050	CHX-G03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	5.44e+001	4.38e+001	N/A	N/A		0	0.00	N/A
182	SAMPL5_050	CHX-G03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	6.31e+000	1.13e+001	N/A	N/A		0	0.00	N/A
183	SAMPL5_050	CHX-G03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	5.39e+001	4.45e+001	N/A	N/A		0	0.00	N/A
184	SAMPL5_050	CHX-O03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	8.23e+001	3.47e+001	N/A	N/A		0	0.00	N/A
185	SAMPL5_050	CHX-O03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	5.61e+000	1.04e+001	N/A	N/A		0	0.00	N/A
186	SAMPL5_050	CHX-O03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.12e+001	1.25e+001	N/A	N/A		0	0.00	N/A
187	SAMPL5_050	PBS-G03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	3.43e+005	3.32e+005	N/A	N/A		0	0.00	N/A
188	SAMPL5_050	PBS-G03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.88e+005	2.64e+005	N/A	N/A		0	0.00	N/A
189	SAMPL5_050	PBS-G03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	2.27e+005	2.24e+005	N/A	N/A		0	0.00	N/A
190	SAMPL5_050	PBS-O03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	3.27e+005	3.14e+005	N/A	N/A		0	0.00	N/A
191	SAMPL5_050	PBS-O03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	3.10e+005	2.79e+005	N/A	N/A		0	0.00	N/A
192	SAMPL5_050	PBS-O03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	2.17e+005	2.12e+005	N/A	N/A		0	0.00	N/A
193	SAMPL5_051	CHX-G02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	3.15e+001	4.05e+001	N/A	N/A		0	0.00	N/A
194	SAMPL5_051	CHX-G02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	3.24e+001	3.01e+001	N/A	N/A		0	0.00	N/A
195	SAMPL5_051	CHX-G02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	5.01e+001	3.83e+001	N/A	N/A		0	0.00	N/A
196	SAMPL5_051	CHX-O02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	2.59e+001	2.91e+001	N/A	N/A		0	0.00	N/A
197	SAMPL5_051	CHX-O02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	6.93e+001	5.23e+001	N/A	N/A		0	0.00	N/A
198	SAMPL5_051	CHX-O02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	7.09e+002	2.74e+002	N/A	N/A		0	0.00	N/A
199	SAMPL5_051	PBS-G02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	6.98e+002	2.35e+002	N/A	N/A		0	0.00	N/A
200	SAMPL5_051	PBS-G02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.08e+003	1.81e+002	N/A	N/A		0	0.00	N/A
201	SAMPL5_051	PBS-G02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	6.17e+002	1.79e+002	N/A	N/A		0	0.00	N/A
202	SAMPL5_051	PBS-O02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	2.92e+002	2.45e+002	N/A	N/A		1	0.00	N/A
203	SAMPL5_051	PBS-O02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.72e+002	1.32e+002	N/A	N/A		1	0.00	N/A
204	SAMPL5_051	PBS-O02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	6.36e+002	1.88e+002	N/A	N/A		0	0.00	N/A
205	SAMPL5_052	CHX-D02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	2.94e+001	2.74e+001	N/A	N/A		0	0.00	N/A
206	SAMPL5_052	CHX-D02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.00e+001	2.56e+001	N/A	N/A		0	0.00	N/A
207	SAMPL5_052	CHX-D02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.37e+001	2.19e+001	N/A	N/A		0	0.00	N/A
208	SAMPL5_052	CHX-L02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.96e+001	2.68e+001	N/A	N/A		0	0.00	N/A
209	SAMPL5_052	CHX-L02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	3.86e+000	7.78e+000	N/A	N/A		0	0.00	N/A
210	SAMPL5_052	CHX-L02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	8.41e+000	1.50e+001	N/A	N/A		0	0.00	N/A
211	SAMPL5_052	PBS-D02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	2.86e+004	1.44e+004	N/A	N/A		0	0.00	N/A
212	SAMPL5_052	PBS-D02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.16e+004	1.09e+004	N/A	N/A		0	0.00	N/A
213	SAMPL5_052	PBS-D02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.93e+004	9.91e+003	N/A	N/A		0	0.00	N/A
214	SAMPL5_052	PBS-L02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	2.81e+004	1.49e+004	N/A	N/A		0	0.00	N/A
215	SAMPL5_052	PBS-L02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	2.20e+004	1.11e+004	N/A	N/A		0	0.00	N/A
216	SAMPL5_052	PBS-L02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.68e+004	9.07e+003	N/A	N/A		0	0.00	N/A
217	SAMPL5_054	CHX-E02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	3.43e+001	3.68e+001	N/A	N/A		0	0.00	N/A
218	SAMPL5_054	CHX-E02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	8.75e+000	1.65e+001	N/A	N/A		0	0.00	N/A
219	SAMPL5_054	CHX-E02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	2.08e+002	1.13e+002	N/A	N/A		0	0.00	N/A
220	SAMPL5_054	CHX-M02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	3.78e+001	2.04e+001	N/A	N/A		0	0.00	N/A
221	SAMPL5_054	CHX-M02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	4.10e+001	3.01e+001	N/A	N/A		0	0.00	N/A
222	SAMPL5_054	CHX-M02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	2.38e+001	3.33e+001	N/A	N/A		0	0.00	N/A
223	SAMPL5_054	PBS-E02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	2.95e+005	2.34e+005	N/A	N/A		0	0.00	N/A
224	SAMPL5_054	PBS-E02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.77e+005	2.12e+005	N/A	N/A		0	0.00	N/A
225	SAMPL5_054	PBS-E02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	2.50e+005	1.94e+005	N/A	N/A		0	0.00	N/A
226	SAMPL5_054	PBS-M02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	3.10e+005	2.42e+005	N/A	N/A		0	0.00	N/A
227	SAMPL5_054	PBS-M02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	2.65e+005	2.05e+005	N/A	N/A		0	0.00	N/A
228	SAMPL5_054	PBS-M02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	2.56e+005	1.98e+005	N/A	N/A		0	0.00	N/A
229	SAMPL5_055	CHX-C03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.38e+003	7.41e+002	N/A	N/A		0	0.00	N/A
230	SAMPL5_055	CHX-C03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.49e+003	7.66e+002	N/A	N/A		0	0.00	N/A
231	SAMPL5_055	CHX-C03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.20e+003	6.76e+002	N/A	N/A		0	0.00	N/A
232	SAMPL5_055	CHX-K03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.40e+003	9.01e+002	N/A	N/A		0	0.00	N/A
233	SAMPL5_055	CHX-K03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.06e+003	5.94e+002	N/A	N/A		0	0.00	N/A
234	SAMPL5_055	CHX-K03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	9.26e+002	5.64e+002	N/A	N/A		0	0.00	N/A
235	SAMPL5_055	PBS-C03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.33e+006	6.92e+005	N/A	N/A		0	0.00	N/A
236	SAMPL5_055	PBS-C03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	8.92e+005	4.81e+005	N/A	N/A		0	0.00	N/A
237	SAMPL5_055	PBS-C03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	7.24e+005	4.29e+005	N/A	N/A		0	0.00	N/A
238	SAMPL5_055	PBS-K03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.18e+006	6.65e+005	N/A	N/A		0	0.00	N/A
239	SAMPL5_055	PBS-K03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	5.97e+005	3.42e+005	N/A	N/A		0	0.00	N/A
240	SAMPL5_055	PBS-K03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	7.53e+005	4.32e+005	N/A	N/A		0	0.00	N/A
241	SAMPL5_056	CHX-F04	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	3.43e+001	4.43e+001	N/A	N/A		0	0.00	N/A
242	SAMPL5_056	CHX-F04	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.80e+000	7.50e+000	N/A	N/A		0	0.00	N/A
243	SAMPL5_056	CHX-F04	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	7.00e-001	3.33e+000	N/A	N/A		0	0.00	N/A
244	SAMPL5_056	CHX-N04	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	8.76e+000	1.73e+001	N/A	N/A		0	0.00	N/A
245	SAMPL5_056	CHX-N04	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	3.50e+000	6.81e+000	N/A	N/A		0	0.00	N/A
246	SAMPL5_056	CHX-N04	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	2.03e+001	3.64e+001	N/A	N/A		0	0.00	N/A
247	SAMPL5_056	PBS-F04	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	2.29e+006	1.21e+006	N/A	N/A		0	0.00	N/A
248	SAMPL5_056	PBS-F04	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.79e+006	9.56e+005	N/A	N/A		0	0.00	N/A
249	SAMPL5_056	PBS-F04	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.47e+006	7.72e+005	N/A	N/A		0	0.00	N/A
250	SAMPL5_056	PBS-N04	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.97e+006	1.00e+006	N/A	N/A		0	0.00	N/A
251	SAMPL5_056	PBS-N04	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.79e+006	9.45e+005	N/A	N/A		0	0.00	N/A
252	SAMPL5_056	PBS-N04	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.48e+006	7.74e+005	N/A	N/A		0	0.00	N/A
253	SAMPL5_058	CHX-H01	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.27e+004	6.43e+003	N/A	N/A		0	0.00	N/A
254	SAMPL5_058	CHX-H01	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.12e+004	5.64e+003	N/A	N/A		0	0.00	N/A
255	SAMPL5_058	CHX-H01	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	9.59e+003	4.89e+003	N/A	N/A		0	0.00	N/A
256	SAMPL5_058	CHX-P01	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.36e+004	7.02e+003	N/A	N/A		0	0.00	N/A
257	SAMPL5_058	CHX-P01	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.08e+004	5.46e+003	N/A	N/A		0	0.00	N/A
258	SAMPL5_058	CHX-P01	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	8.81e+003	4.28e+003	N/A	N/A		0	0.00	N/A
259	SAMPL5_058	PBS-H01	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	3.93e+004	2.00e+004	N/A	N/A		0	0.00	N/A
260	SAMPL5_058	PBS-H01	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.71e+004	1.30e+004	N/A	N/A		0	0.00	N/A
261	SAMPL5_058	PBS-H01	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	2.50e+004	1.26e+004	N/A	N/A		0	0.00	N/A
262	SAMPL5_058	PBS-P01	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	3.59e+004	1.85e+004	N/A	N/A		0	0.00	N/A
263	SAMPL5_058	PBS-P01	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	2.58e+004	1.26e+004	N/A	N/A		0	0.00	N/A
264	SAMPL5_058	PBS-P01	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	2.46e+004	1.17e+004	N/A	N/A		0	0.00	N/A
265	SAMPL5_060	CHX-A04	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	6.86e+001	4.44e+001	N/A	N/A		1	0.00	N/A
266	SAMPL5_060	CHX-A04	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.35e+001	2.20e+001	N/A	N/A		0	0.00	N/A
267	SAMPL5_060	CHX-A04	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	6.72e+001	5.01e+001	N/A	N/A		1	0.00	N/A
268	SAMPL5_060	CHX-I04	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.47e+001	1.08e+001	N/A	N/A		1	0.00	N/A
269	SAMPL5_060	CHX-I04	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	8.40e+000	1.49e+001	N/A	N/A		1	0.00	N/A
270	SAMPL5_060	CHX-I04	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	6.79e+001	3.44e+001	N/A	N/A		1	0.00	N/A
271	SAMPL5_060	PBS-A04	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	2.55e+006	1.31e+006	N/A	N/A		0	0.00	N/A
272	SAMPL5_060	PBS-A04	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.74e+006	8.39e+005	N/A	N/A		0	0.00	N/A
273	SAMPL5_060	PBS-A04	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.59e+006	8.18e+005	N/A	N/A		0	0.00	N/A
274	SAMPL5_060	PBS-I04	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	2.42e+006	1.16e+006	N/A	N/A		0	0.00	N/A
275	SAMPL5_060	PBS-I04	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.80e+006	9.28e+005	N/A	N/A		0	0.00	N/A
276	SAMPL5_060	PBS-I04	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.59e+006	8.39e+005	N/A	N/A		0	0.00	N/A
277	SAMPL5_015	CHX-B03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.84e+002	7.54e+001	N/A	N/A		0	0.00	N/A
278	SAMPL5_015	CHX-B03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.67e+002	6.01e+001	N/A	N/A		1	0.00	N/A
279	SAMPL5_015	CHX-B03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.76e+002	1.03e+002	N/A	N/A		0	0.00	N/A
280	SAMPL5_015	CHX-J03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	2.22e+002	8.15e+001	N/A	N/A		0	0.00	N/A
281	SAMPL5_015	CHX-J03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.61e+002	7.15e+001	N/A	N/A		0	0.00	N/A
282	SAMPL5_015	CHX-J03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.05e+002	5.69e+001	N/A	N/A		0	0.00	N/A
283	SAMPL5_015	PBS-B03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.01e+005	4.23e+004	N/A	N/A		0	0.00	N/A
284	SAMPL5_015	PBS-B03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	3.91e+004	1.89e+004	N/A	N/A		1	0.00	N/A
285	SAMPL5_015	PBS-B03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	6.43e+004	2.76e+004	N/A	N/A		1	0.00	N/A
286	SAMPL5_015	PBS-J03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	4.20e+004	2.26e+004	N/A	N/A		1	0.00	N/A
287	SAMPL5_015	PBS-J03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	9.60e+004	3.79e+004	N/A	N/A		0	0.00	N/A
288	SAMPL5_015	PBS-J03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	4.89e+004	2.13e+004	N/A	N/A		1	0.00	N/A
289	SAMPL5_005	CHX-F01	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.73e+004	5.34e+003	N/A	N/A		0	0.00	N/A
290	SAMPL5_005	CHX-F01	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	2.28e+004	8.59e+003	N/A	N/A		0	0.00	N/A
291	SAMPL5_005	CHX-F01	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	2.15e+004	1.03e+004	N/A	N/A		0	0.00	N/A
292	SAMPL5_005	CHX-N01	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	2.42e+004	7.85e+003	N/A	N/A		0	0.00	N/A
293	SAMPL5_005	CHX-N01	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.59e+004	4.58e+003	N/A	N/A		0	0.00	N/A
294	SAMPL5_005	CHX-N01	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.33e+004	4.07e+003	N/A	N/A		0	0.00	N/A
295	SAMPL5_005	PBS-F01	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	4.14e+006	1.18e+006	N/A	N/A		0	0.00	N/A
296	SAMPL5_005	PBS-F01	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	3.24e+006	8.72e+005	N/A	N/A		0	0.00	N/A
297	SAMPL5_005	PBS-F01	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	2.73e+006	1.14e+006	N/A	N/A		0	0.00	N/A
298	SAMPL5_005	PBS-N01	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	3.46e+006	1.61e+006	N/A	N/A		0	0.00	N/A
299	SAMPL5_005	PBS-N01	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	2.75e+006	8.83e+005	N/A	N/A		0	0.00	N/A
300	SAMPL5_005	PBS-N01	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	2.80e+006	1.02e+006	N/A	N/A		0	0.00	N/A
301	SAMPL5_011	CHX-C02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	5.09e+002	2.31e+002	N/A	N/A		0	0.00	N/A
302	SAMPL5_011	CHX-C02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	3.43e+002	1.73e+002	N/A	N/A		0	0.00	N/A
303	SAMPL5_011	CHX-C02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	3.28e+002	1.58e+002	N/A	N/A		0	0.00	N/A
304	SAMPL5_011	CHX-K02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	3.50e+002	1.39e+002	N/A	N/A		1	0.00	N/A
305	SAMPL5_011	CHX-K02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	3.72e+002	1.68e+002	N/A	N/A		0	0.00	N/A
306	SAMPL5_011	CHX-K02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	3.52e+002	1.30e+002	N/A	N/A		1	0.00	N/A
307	SAMPL5_011	PBS-C02	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.57e+007	5.60e+006	N/A	N/A		0	0.00	N/A
308	SAMPL5_011	PBS-C02	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.11e+007	4.52e+006	N/A	N/A		0	0.00	N/A
309	SAMPL5_011	PBS-C02	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.18e+007	4.66e+006	N/A	N/A		0	0.00	N/A
310	SAMPL5_011	PBS-K02	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.40e+007	5.32e+006	N/A	N/A		0	0.00	N/A
311	SAMPL5_011	PBS-K02	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.14e+007	4.58e+006	N/A	N/A		0	0.00	N/A
312	SAMPL5_011	PBS-K02	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.05e+007	4.30e+006	N/A	N/A		0	0.00	N/A
313	SAMPL5_006	CHX-F03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	1.31e+004	8.28e+003	N/A	N/A		0	0.00	N/A
314	SAMPL5_006	CHX-F03	Unknown	150924-Batch1Set1-wk39-BAS-01-B-CHXPBS.wiff	1.10e+004	6.03e+003	N/A	N/A		0	0.00	N/A
315	SAMPL5_006	CHX-F03	Unknown	150924-Batch1Set1-wk39-BAS-01-C-CHXPBS.wiff	1.01e+004	6.36e+003	N/A	N/A		0	0.00	N/A
316	SAMPL5_006	CHX-N03	Unknown	150924-Batch1Set1-wk39-BAS-02-A-CHXPBS.wiff	1.25e+004	7.68e+003	N/A	N/A		0	0.00	N/A
317	SAMPL5_006	CHX-N03	Unknown	150924-Batch1Set1-wk39-BAS-02-B-CHXPBS.wiff	1.17e+004	7.35e+003	N/A	N/A		0	0.00	N/A
318	SAMPL5_006	CHX-N03	Unknown	150924-Batch1Set1-wk39-BAS-02-C-CHXPBS.wiff	1.11e+004	6.68e+003	N/A	N/A		0	0.00	N/A
319	SAMPL5_006	PBS-F03	Unknown	150924-Batch1Set1-wk39-BAS-01-A-CHXPBS.wiff	3.41e+006	1.69e+006	N/A	N/A		0	0.00	N/A
